Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,LENGTH_(CM),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,create_date,version,Sample Name,SAMPLE_TYPE,sex,SRA Study,store_cond,Strain,TISSUE
SRR11205931,not collected,RAD-Seq,302,5136582100,PRJNA504598,SAMN14147926,Model organism or animal,not applicable,1930908903,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,9/8/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",milt present,not collected,SRX7819234,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1161,47.6,KEY_1161,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:49:00Z,1,KEY_1161,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205932,not collected,RAD-Seq,302,1384297634,PRJNA504598,SAMN14147925,Model organism or animal,not applicable,517208483,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",hydrated eggs,not collected,SRX7819233,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1160,60.7,KEY_1160,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:37:00Z,1,KEY_1160,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205933,not collected,RAD-Seq,302,1465252358,PRJNA504598,SAMN14147924,Model organism or animal,not applicable,573464282,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",spawning,not collected,SRX7819232,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1159,64.7,KEY_1159,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:37:00Z,1,KEY_1159,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205934,not collected,RAD-Seq,302,1210620454,PRJNA504598,SAMN14147923,Model organism or animal,not applicable,482194249,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",spawning,not collected,SRX7819231,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1158,63.4,KEY_1158,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,KEY_1158,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205935,not collected,RAD-Seq,302,831288824,PRJNA504598,SAMN14147922,Model organism or animal,not applicable,312928069,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",spawning,not collected,SRX7819230,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1157,57.5,KEY_1157,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,KEY_1157,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205936,not collected,RAD-Seq,302,3722421498,PRJNA504598,SAMN14147921,Model organism or animal,not applicable,1413521184,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",spawning,not collected,SRX7819229,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1156,56,KEY_1156,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:40:00Z,1,KEY_1156,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205937,not collected,RAD-Seq,302,1485415086,PRJNA504598,SAMN14147795,Model organism or animal,not applicable,541140715,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819228,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1259,53.5,BRZ_1259,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,BRZ_1259,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205938,not collected,RAD-Seq,302,1900041456,PRJNA504598,SAMN14147920,Model organism or animal,not applicable,733227244,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",hydrated eggs,not collected,SRX7819227,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1155,51.6,KEY_1155,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:37:00Z,1,KEY_1155,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205939,not collected,RAD-Seq,299,1823618603,PRJNA504598,SAMN14147919,Model organism or animal,not applicable,789111650,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,8/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","spawning\, milt present",not collected,SRX7819226,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1154,52.3,KEY_1154,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:59:00Z,1,KEY_1154,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205940,not collected,RAD-Seq,288,3156888943,PRJNA504598,SAMN14147918,Model organism or animal,not applicable,1416592983,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,2/1/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",hydrated eggs,not collected,SRX7819225,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1153,49.9,KEY_1153,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T15:34:00Z,1,KEY_1153,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205941,not collected,RAD-Seq,280,1286576538,PRJNA504598,SAMN14147917,Model organism or animal,not applicable,589930266,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,2/1/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",hydrated eggs,not collected,SRX7819224,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1152,53.6,KEY_1152,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:48:00Z,1,KEY_1152,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205942,not collected,RAD-Seq,278,775154859,PRJNA504598,SAMN14147916,Model organism or animal,not applicable,361193133,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,2/1/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mature\, not spawning",not collected,SRX7819223,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1151,48,KEY_1151,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:25:00Z,1,KEY_1151,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205943,not collected,RAD-Seq,278,1138786010,PRJNA504598,SAMN14147915,Model organism or animal,not applicable,525498568,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,1/5/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not spawning,not collected,SRX7819222,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1150,56.8,KEY_1150,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:45:00Z,1,KEY_1150,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205944,not collected,RAD-Seq,277,1484036155,PRJNA504598,SAMN14147914,Model organism or animal,not applicable,678917754,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,12/27/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not spawning,not collected,SRX7819221,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1149,59.3,KEY_1149,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:50:00Z,1,KEY_1149,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205945,not collected,RAD-Seq,281,1591927807,PRJNA504598,SAMN14147913,Model organism or animal,not applicable,730919919,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,12/27/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not spawning,not collected,SRX7819220,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1148,71.9,KEY_1148,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:56:00Z,1,KEY_1148,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205946,not collected,RAD-Seq,282,1251023215,PRJNA504598,SAMN14147912,Model organism or animal,not applicable,567554476,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,12/27/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not spawning,not collected,SRX7819219,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1147,78.8,KEY_1147,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:46:00Z,1,KEY_1147,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205947,not collected,RAD-Seq,266,428326304,PRJNA504598,SAMN14147911,Model organism or animal,not applicable,205589049,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,12/1/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not spawning,not collected,SRX7819218,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1071,62.4,KEY_1071,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:26:00Z,1,KEY_1071,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205948,not collected,RAD-Seq,267,468392982,PRJNA504598,SAMN14148520,Model organism or animal,not applicable,223293983,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/28/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819217,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 986,67,VZ_986,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:26:00Z,1,VZ_986,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205949,not collected,RAD-Seq,266,540296927,PRJNA504598,SAMN14148519,Model organism or animal,not applicable,264773305,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819216,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 985,53,VZ_985,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:30:00Z,1,VZ_985,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205950,not collected,RAD-Seq,296,2614843427,PRJNA504598,SAMN14148518,Model organism or animal,not applicable,1153509209,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819215,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 984,53,VZ_984,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T15:22:00Z,1,VZ_984,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205951,not collected,RAD-Seq,295,3562887775,PRJNA504598,SAMN14148517,Model organism or animal,not applicable,1556284049,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819214,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 983,53,VZ_983,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T15:50:00Z,1,VZ_983,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205952,not collected,RAD-Seq,299,3798327658,PRJNA504598,SAMN14148516,Model organism or animal,not applicable,1612245993,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",< L50,not collected,SRX7819213,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 982,45,VZ_982,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T15:58:00Z,1,VZ_982,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205953,not collected,RAD-Seq,301,4792957988,PRJNA504598,SAMN14148515,Model organism or animal,not applicable,2088651572,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",< L50,not collected,SRX7819212,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 981,49,VZ_981,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T16:12:00Z,1,VZ_981,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205954,not collected,RAD-Seq,298,1844707406,PRJNA504598,SAMN14148514,Model organism or animal,not applicable,805745878,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819211,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 980,52,VZ_980,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:59:00Z,1,VZ_980,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205955,not collected,RAD-Seq,222,196951740,PRJNA504598,SAMN14148513,Model organism or animal,not applicable,85051620,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819210,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 709,57,VZ_709,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,VZ_709,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205956,not collected,RAD-Seq,222,390917580,PRJNA504598,SAMN14148512,Model organism or animal,not applicable,171344539,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819209,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 708,57,VZ_708,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,VZ_708,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205957,not collected,RAD-Seq,299,4706670686,PRJNA504598,SAMN14148511,Model organism or animal,not applicable,1741574146,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819208,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 707,62,VZ_707,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:44:00Z,1,VZ_707,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205958,not collected,RAD-Seq,275,1377436926,PRJNA504598,SAMN14147854,Model organism or animal,not applicable,535549607,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7819207,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1470,60.9,BRZ_1470,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:38:00Z,1,BRZ_1470,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11205959,not collected,RAD-Seq,299,2209113648,PRJNA504598,SAMN14148510,Model organism or animal,not applicable,825687873,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819206,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 706,59,VZ_706,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:40:00Z,1,VZ_706,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205960,not collected,RAD-Seq,295,2239440348,PRJNA504598,SAMN14148509,Model organism or animal,not applicable,837361029,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819205,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 705,60,VZ_705,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:40:00Z,1,VZ_705,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205961,not collected,RAD-Seq,222,178063758,PRJNA504598,SAMN14148508,Model organism or animal,not applicable,79897167,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819204,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 704,59,VZ_704,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,VZ_704,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205962,not collected,RAD-Seq,297,2488956290,PRJNA504598,SAMN14148507,Model organism or animal,not applicable,939081347,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819203,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 703,59,VZ_703,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:40:00Z,1,VZ_703,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205963,not collected,RAD-Seq,297,1749067258,PRJNA504598,SAMN14148506,Model organism or animal,not applicable,651385912,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819202,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 702,59,VZ_702,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:39:00Z,1,VZ_702,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205964,not collected,RAD-Seq,290,3061215026,PRJNA504598,SAMN14148505,Model organism or animal,not applicable,1162630268,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819201,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 701,60,VZ_701,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:40:00Z,1,VZ_701,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205965,not collected,RAD-Seq,222,102477420,PRJNA504598,SAMN14148504,Model organism or animal,not applicable,45559552,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,8/13/15,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",> L50,not collected,SRX7819200,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 700,57,VZ_700,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:36:00Z,1,VZ_700,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
